ID,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,state,ownerName
5378, A1,2017,12990,Manual,22488.0,Petrol,0,67.3,XXSmall,Used,John Williams
1575, A5,2016,19298,Manual,17272.0,Diesel,125,57.6,XLarge,Used,Max Cyrus
3757, A1,2013,11350,Semi-Auto,19500.0,Petrol,125,53.3,XSmall,Used,Mohammed Johnson
1435, Q3,2013,11498,Manual,61278.0,Diesel,145,54.3,XLarge,Used,Mohammed ElNakshabandy
4237, A3,2018,19790,Manual,20900.0,Petrol,145,54.3,Small,Used,Raymond Cyrus
5067, A5,2019,26990,Automatic,9000.0,Petrol,145,39.8,XLarge,Used,Bart Cyrus
8962, A3,2016,15700,Manual,18021.0,Petrol,30,60.1,XSmall,Used,Mark 3adaweya
3894, A1,2019,21495,Semi-Auto,3846.0,Petrol,145,44.8,Small,Used,Raymond Williams
6671, A6,2017,18000,Automatic,47887.0,Diesel,20,64.2,XLarge,Used,Bob Cyrus
9217, Q3,2016,18250,Automatic,38235.0,Diesel,160,50.4,XLarge,Used,Mark Johnson
5775, A3,2017,19500,Manual,7251.0,Petrol,30,60.1,XSmall,Used,John Johnson
5109, Q5,2017,25450,Semi-Auto,23966.0,Diesel,145,56.5,XLarge,Used,Max Osement
945, A1,2016,12495,Manual,20645.0,Petrol,30,56.5,XSmall,Used,Max Osement
3984, Q3,2019,30990,Automatic,6000.0,Diesel,145,47.1,XLarge,Used,Joe Williams
3338, A4,2017,16288,Manual,15365.0,Petrol,145,52.3,XSmall,Used,Mark Smith
7221, A3,2012,6899,Manual,88394.0,Diesel,125,60.1,XLarge,Used,Tony Harris
6212, A5,2020,28888,Semi-Auto,1500.0,Diesel,145,51.4,XLarge,Used,Anna Marks
2030, A5,2019,25995,Semi-Auto,7200.0,Petrol,145,40.4,XLarge,Used,Hamada Olsen
7342, A1,2017,14761,Manual,21054.0,Petrol,30,58.9,XSmall,Used,Anna ElNakshabandy
7173, A1,2015,11199,Manual,32199.0,Petrol,30,55.4,XSmall,Used,Hamada Harris
4628, A3,2019,21490,Automatic,15116.0,Petrol,145,42.2,Small,Used,Tim Olsen
7704, A3,2015,9800,Manual,40573.0,Diesel,0,74.3,Medium,Used,Hamada ElNakshabandy
4241, Q5,2013,18990,Automatic,52822.0,Petrol,260,35.8,XLarge,Used,Tim Smith
5977, A1,2018,15300,Manual,13741.0,Petrol,145,67.3,XXSmall,Used,Mohammed ElNakshabandy
2458, A6,2016,17998,Semi-Auto,55659.0,Diesel,30,58.9,XLarge,Used,Bart Marks
3101, Q5,2019,40991,Automatic,2000.0,Petrol,145,32.1,XLarge,Used,Bart Olsen
3574, A4,2016,11790,Semi-Auto,68441.0,Diesel,0,72.4,XLarge,Used,Mark Williams
5830, A3,2017,12575,Manual,36792.0,Petrol,20,61.4,XSmall,Used,Joe Smith
6307, Q3,2019,29995,Manual,1832.0,Diesel,145,42.8,XLarge,Used,Andy Olsen
8116, Q5,2016,18000,Automatic,71870.0,Diesel,200,47.1,XLarge,Used,Max Harris
4245, Q3,2020,38990,Semi-Auto,5000.0,Petrol,145,39.8,Small,Used,John 3adaweya
7599, A3,2017,28350,Automatic,15336.0,Petrol,150,43.5,XLarge,Used,Ali ElNakshabandy
1031, A4,2019,46888,Automatic,3988.0,Diesel,145,39.2,XXLarge,Used,Andy Johnson
1313, A1,2015,9898,Manual,40170.0,Petrol,30,57.6,XSmall,Used,Bart Williams
5842, A6,2017,18950,Semi-Auto,36627.0,Diesel,145,64.2,XLarge,Used,John Marks
6543, A1,2017,14990,Semi-Auto,29900.0,Diesel,145,72.4,Medium,Used,John Osement
2680, A4,2015,15432,Semi-Auto,20385.0,Diesel,125,-10.0,XLarge,Used,Anna Olsen
719, A4,2017,14849,Manual,58670.0,Diesel,0,74.3,XLarge,Used,Tim Marks
7662, Q3,2015,13300,Manual,54890.0,Diesel,125,60.1,XLarge,Used,Raymond Osement
4700, A5,2019,31990,Automatic,1585.0,Petrol,145,37.2,XLarge,Used,Mohammed Osement
1767, A6,2020,52500,Semi-Auto,2000.0,Diesel,145,50.4,XLarge,Used,Mohammed Williams
3115, Q3,2019,25491,Manual,2714.0,Diesel,145,42.8,XLarge,Used,Raymond ElNakshabandy
940, A5,2017,20996,Semi-Auto,22877.0,Petrol,145,47.9,XLarge,Used,Bart ElNakshabandy
4951, A3,2019,19950,Manual,2583.0,Diesel,145,51.4,Medium,Used,Anna Johnson
6920, A3,2015,10490,Manual,43000.0,Petrol,30,58.9,XSmall,Used,Andy Johnson
5082, A5,2019,26940,Automatic,0.0,Diesel,145,62.8,XLarge,New,Mark Williams
6257, A6,2016,18750,Semi-Auto,22398.0,Diesel,20,64.2,XLarge,Used,Anna Williams
2025, A1,2014,13750,Semi-Auto,24900.0,Petrol,20,60.1,XSmall,Used,Andy Marks
7365, A3,2015,17299,Automatic,13357.0,Petrol,160,43.5,Large,Used,Tony 3adaweya
8389, A5,2019,28950,Automatic,3153.0,Diesel,145,48.7,XLarge,Used,Ali Smith
3903, A4,2018,27995,Automatic,13711.0,Petrol,145,36.7,XXLarge,Used,Tony ElNakshabandy
1647, A6,2017,20250,Semi-Auto,41272.0,Diesel,145,61.4,XLarge,Used,Mark ElNakshabandy
8159, A4,2018,24790,Automatic,26796.0,Petrol,145,44.8,XLarge,Used,Mohammed Olsen
5098, A5,2020,40990,Semi-Auto,2900.0,Diesel,145,44.8,XLarge,Used,Tony Cyrus
3724, A6,2016,14995,Semi-Auto,70000.0,Diesel,125,57.6,XLarge,Used,Andy Cyrus
7664, A1,2016,11000,Manual,29526.0,Petrol,0,67.3,XXSmall,Used,Joe 3adaweya
8258, Q5,2019,37900,Automatic,2100.0,Diesel,145,38.2,XLarge,Used,Tony Cyrus
9191, Q2,2017,20000,Automatic,7400.0,Petrol,150,54.3,XSmall,Used,Hamada Olsen
5448, Q3,2020,29970,Manual,1015.0,Petrol,150,40.9,Small,Used,Bart Smith
8054, Q5,2019,34490,Automatic,5000.0,Petrol,145,32.1,XLarge,Used,Bob Olsen
4489, Q3,2019,33990,Semi-Auto,6000.0,Diesel,145,47.1,XLarge,Used,Max ElNakshabandy
7846, Q2,2018,16235,Manual,5033.0,Petrol,145,55.4,XXSmall,Used,Andy Williams
6757, Q2,2019,22444,Manual,4000.0,Diesel,145,47.9,Medium,Used,Joe Cyrus
5603, A5,2019,25895,Semi-Auto,9391.0,Petrol,145,39.8,XLarge,Used,Max Cyrus
1929, A5,2016,17650,Manual,31292.0,Diesel,145,53.3,XLarge,Used,Bob Smith
8211, A3,2016,10990,Manual,57097.0,Diesel,0,83.1,Medium,Used,Max Williams
6169, A4,2016,14990,Automatic,68148.0,Diesel,30,67.3,XLarge,Used,Tim Harris
1112, Q5,2019,34991,Semi-Auto,6836.0,Diesel,145,38.2,XLarge,Used,Max ElNakshabandy
3788, A1,2020,21000,Manual,4500.0,Petrol,145,47.9,XXSmall,Used,Ali Marks
9039, A5,2015,11100,Manual,44757.0,Diesel,30,61.4,XLarge,Used,Raymond Williams
7583, A3,2019,21950,Automatic,1985.0,Petrol,145,40.9,XLarge,Used,Anna Cyrus
4133, A6,2019,28360,Semi-Auto,15700.0,Diesel,145,47.9,XLarge,Used,Bart Marks
4062, A6,2020,35000,Semi-Auto,3999.0,Diesel,145,47.1,XLarge,Used,Andy Smith
621, Q2,2017,19995,Automatic,33523.0,Diesel,145,58.9,XLarge,Used,Bart Harris
8446, A1,2016,10550,Manual,40494.0,Petrol,0,67.3,XXSmall,Used,Anna Marks
4454, A3,2016,14490,Manual,47537.0,Petrol,125,52.3,XSmall,Used,Raymond Marks
8871, A5,2012,10295,Manual,66000.0,Diesel,30,60.1,XLarge,Used,Max 3adaweya
5410, Q5,2020,51970,Semi-Auto,0.0,Diesel,145,34.5,XXLarge,New,Tony Williams
714, A6,2016,17498,Semi-Auto,24405.0,Diesel,20,64.2,XLarge,Used,Mohammed Williams
991, A5,2016,17998,Manual,49936.0,Diesel,145,56.5,XLarge,Used,Tim ElNakshabandy
4438, A3,2019,32990,Semi-Auto,2480.0,Petrol,145,34.9,XLarge,Used,Bob 3adaweya
4722, A4,2019,42950,Automatic,3440.0,Diesel,145,40.9,XXLarge,Used,Tim Olsen
4546, A1,2019,18990,Manual,2000.0,Petrol,145,48.7,XXSmall,Used,Ali 3adaweya
5936, A3,2017,20875,Manual,12650.0,Petrol,145,54.3,Small,Used,Joe 3adaweya
6190, A5,2019,28450,Automatic,2913.0,Petrol,145,39.8,XLarge,Used,Anna Smith
7019, Q5,2014,21500,Automatic,57924.0,Diesel,260,41.5,XXLarge,Used,Raymond Marks
416, A6,2019,33298,Semi-Auto,4899.0,Diesel,145,47.9,XLarge,Used,Bob Marks
3837, Q5,2020,36000,Semi-Auto,4500.0,Diesel,145,38.2,XLarge,Used,Andy Cyrus
1586, A3,2019,21450,Automatic,3690.0,Petrol,145,44.8,Small,Used,Andy Osement
9090, Q3,2017,24790,Automatic,14059.0,Petrol,150,40.4,XLarge,Used,Max Cyrus
279, Q5,2013,15998,Manual,50025.0,Petrol,235,37.7,XLarge,Used,Joe Olsen
6701, Q2,2020,24888,Manual,4000.0,Petrol,145,43.5,Small,Used,Ali Smith
9206, A6,2019,29000,Automatic,0.0,Diesel,145,47.9,XLarge,New,Mohammed Harris
3154, A1,2019,20991,Semi-Auto,11275.0,Petrol,150,40.9,XLarge,Used,Anna Harris
5809, Q3,2017,21946,Semi-Auto,17266.0,Petrol,145,47.9,XSmall,Used,Andy Osement
4669, Q2,2019,23990,Manual,4484.0,Petrol,145,39.2,Small,Used,Raymond Cyrus
1813, A1,2016,11000,Manual,23707.0,Petrol,30,55.4,XSmall,Used,Tim Smith
5129, A3,2019,33250,Semi-Auto,4620.0,Petrol,150,34.5,XLarge,Used,Joe Olsen
7764, Q5,2019,32000,Automatic,5638.0,Diesel,145,38.2,XLarge,Used,Max Johnson
8792, A3,2013,8499,Manual,53566.0,Diesel,20,67.3,XLarge,Used,Ali Cyrus
5200, Q3,2019,36990,Semi-Auto,5000.0,Petrol,145,32.1,XLarge,Used,Bart Osement
7361, A1,2019,21430,Automatic,4569.0,Petrol,150,40.9,XLarge,Used,Mark Olsen
2304, A4,2017,17998,Manual,21903.0,Petrol,150,51.4,XSmall,Used,Raymond Smith
9273, A5,2020,25000,Automatic,0.0,Petrol,145,40.4,XLarge,New,Hamada Marks
3891, A5,2017,30495,Semi-Auto,19527.0,Petrol,150,37.7,XXLarge,Used,Joe Smith
325, A1,2016,13585,Manual,25010.0,Petrol,30,58.9,XSmall,Used,Hamada Smith
6857, A1,2016,11350,Manual,27673.0,Petrol,0,67.3,XXSmall,Used,Andy Harris
3353, A4,2020,29000,Semi-Auto,0.0,Diesel,145,54.3,XLarge,New,Raymond Johnson
7358, A1,2016,13500,Manual,39937.0,Petrol,30,55.4,XSmall,Used,Hamada ElNakshabandy
9232, A3,2019,32000,Automatic,0.0,Petrol,145,34.9,XLarge,New,Ali Osement
350, Q3,2020,33462,Semi-Auto,7914.0,Diesel,145,48.7,XLarge,Used,Andy Smith
3809, A6,2018,24000,Semi-Auto,18300.0,Diesel,145,61.4,XLarge,Used,Bart Marks
6525, A6,2019,28990,Semi-Auto,7000.0,Diesel,150,47.9,XLarge,Used,Mohammed Williams
4891, Q2,2018,22800,Semi-Auto,7899.0,Petrol,150,52.3,XSmall,Used,Ali Marks
3539, A4,2019,28490,Semi-Auto,0.0,Diesel,145,47.9,XLarge,New,Ali Marks
7705, Q3,2016,19500,Automatic,19005.0,Diesel,150,51.4,XLarge,Used,Bob Harris
7482, A1,2013,6299,Manual,80814.0,Diesel,0,74.3,Medium,Used,Andy Cyrus
2568, A6,2019,28750,Automatic,5500.0,Diesel,145,50.4,XLarge,Used,Andy Marks
8010, A1,2014,8999,Manual,71836.0,Petrol,30,57.6,XSmall,Used,Hamada ElNakshabandy
4455, A5,2015,20990,Semi-Auto,34500.0,Diesel,200,44.8,XXLarge,Used,Tony Johnson
3823, Q2,2018,15900,Manual,35967.0,Petrol,145,55.4,XXSmall,Used,Tim Williams
4762, A6,2017,28500,Semi-Auto,26494.0,Diesel,150,45.6,XXLarge,Used,Mark Osement
3180, A4,2017,13298,Manual,80005.0,Diesel,145,70.6,XLarge,Used,Joe ElNakshabandy
2133, Q3,2016,19840,Semi-Auto,28965.0,Diesel,150,52.3,XLarge,Used,Mark ElNakshabandy
2377, A3,2015,9350,Manual,56726.0,Diesel,20,68.9,XLarge,Used,Tony Smith
6031, A3,2015,14990,Manual,39522.0,Petrol,20,60.1,XSmall,Used,Anna Marks
6895, Q3,2016,18600,Manual,26325.0,Diesel,150,52.3,XLarge,Used,Bart Williams
7834, A4,2016,13398,Manual,36974.0,Diesel,20,68.9,XLarge,Used,Tim Williams
5721, A1,2017,13195,Manual,28502.0,Petrol,30,56.5,XSmall,Used,Mark 3adaweya
3749, A6,2016,24000,Semi-Auto,35260.0,Diesel,160,50.4,XXLarge,Used,Hamada Williams
2549, A1,2014,9720,Manual,62871.0,Petrol,20,60.1,XSmall,Used,Hamada Cyrus
5111, Q5,2017,27450,Semi-Auto,21585.0,Petrol,145,40.9,XLarge,Used,Mohammed Johnson
4347, A5,2019,26000,Semi-Auto,8000.0,Diesel,145,48.7,XLarge,Used,Raymond Williams
8807, A3,2015,23000,Automatic,32497.0,Petrol,205,39.8,XLarge,Used,Tim Cyrus
979, Q3,2016,18946,Semi-Auto,33072.0,Diesel,160,50.4,XLarge,Used,Tim Cyrus
3946, A1,2019,21000,Semi-Auto,9000.0,Petrol,145,44.8,Small,Used,Andy 3adaweya
3942, A1,2017,11490,Manual,27804.0,Petrol,30,57.6,XSmall,Used,Max Osement
2703, Q2,2019,24526,Manual,5496.0,Diesel,145,46.3,Medium,Used,Mark Olsen
3498, A5,2016,18490,Semi-Auto,17117.0,Diesel,150,54.3,XLarge,Used,Ali Olsen
5255, A3,2016,13500,Automatic,42574.0,Petrol,20,60.1,XSmall,Used,Hamada Smith
5301, A3,2019,21900,Manual,2442.0,Diesel,145,51.4,Medium,Used,Anna Cyrus
7853, A3,2016,12699,Automatic,23947.0,Diesel,30,64.2,XLarge,Used,Anna 3adaweya
8132, A5,2014,11000,Manual,111460.0,Diesel,30,61.4,XLarge,Used,Tony ElNakshabandy
2632, A6,2017,26490,Semi-Auto,27379.0,Diesel,200,45.6,XXLarge,Used,Tony Cyrus
8923, A1,2017,13700,Semi-Auto,15017.0,Petrol,145,64.2,XXSmall,Used,Ali Olsen
4623, Q3,2019,28990,Automatic,5454.0,Diesel,145,47.1,XLarge,Used,Joe Olsen
1304, A4,2017,14485,Semi-Auto,70500.0,Diesel,20,72.4,XLarge,Used,Andy Harris
9105, A1,2018,17250,Automatic,7629.0,Petrol,150,56.5,XSmall,Used,Bart Williams
482, A3,2018,19995,Manual,17789.0,Petrol,145,54.3,Small,Used,Andy Smith
5742, A6,2018,30990,Semi-Auto,30569.0,Diesel,145,50.4,XXLarge,Used,John Marks
5973, Q2,2020,25888,Semi-Auto,4000.0,Petrol,145,42.2,Small,Used,Joe Cyrus
424, A1,2015,12995,Manual,20042.0,Petrol,30,57.6,XSmall,Used,Tony Cyrus
6544, A1,2016,12890,Manual,31000.0,Petrol,0,67.3,XXSmall,Used,Bart Olsen
7042, A3,2017,17299,Manual,17982.0,Petrol,145,58.9,XSmall,Used,Andy Johnson
1078, A1,2020,22990,Semi-Auto,5432.0,Petrol,145,44.8,Small,Used,Anna Marks
1255, Q2,2020,23888,Semi-Auto,0.0,Petrol,145,42.2,Small,New,Andy Olsen
1904, A1,2015,14730,Manual,42255.0,Petrol,235,39.8,XLarge,Used,Raymond 3adaweya
6354, Q5,2019,32400,Semi-Auto,11612.0,Diesel,145,55.4,XLarge,Used,John Marks
2616, A5,2016,17250,Semi-Auto,28000.0,Diesel,125,58.9,XLarge,Used,Tim Osement
4213, Q2,2019,27840,Semi-Auto,10652.0,Diesel,145,46.3,XLarge,Used,Max Marks
7542, A6,2019,29450,Automatic,9647.0,Diesel,150,50.4,XLarge,Used,Mohammed Williams
1218, Q3,2017,17954,Semi-Auto,21178.0,Petrol,150,47.9,XSmall,Used,Ali Olsen
6493, A6,2019,34400,Semi-Auto,3972.0,Diesel,145,39.8,XXLarge,Used,Mohammed Marks
1293, Q3,2016,18698,Semi-Auto,30319.0,Diesel,145,51.4,XLarge,Used,Ali Marks
13, A3,2017,16400,Manual,21695.0,Petrol,30,58.9,XSmall,Used,Joe Harris
4470, Q2,2018,18490,Manual,18148.0,Petrol,150,52.3,XSmall,Used,Bob Harris
8916, A1,2015,10950,Manual,45000.0,Petrol,30,56.5,XSmall,Used,Bob Cyrus
6605, A4,2017,18444,Automatic,20000.0,Petrol,30,53.3,XLarge,Used,Andy ElNakshabandy
5034, A1,2017,13795,Semi-Auto,22104.0,Petrol,30,57.6,XSmall,Used,Max Cyrus
9086, A3,2017,20680,Automatic,20646.0,Petrol,145,56.5,Small,Used,Hamada Cyrus
7576, A3,2019,24450,Manual,6552.0,Petrol,150,44.1,Small,Used,Hamada Osement
4260, A3,2019,24990,Manual,6000.0,Petrol,145,43.5,Small,Used,Max Osement
758, A3,2017,18488,Semi-Auto,35329.0,Petrol,150,47.9,XLarge,Used,Anna Williams
1085, A4,2017,29996,Automatic,11119.0,Petrol,145,37.7,XXLarge,Used,Mohammed Smith
5313, A5,2019,28500,Automatic,9357.0,Petrol,145,40.4,XLarge,Used,Mark ElNakshabandy
1150, A4,2017,14498,Manual,15893.0,Petrol,145,51.4,XSmall,Used,Raymond Williams
6989, Q5,2016,19975,Automatic,29808.0,Diesel,200,47.1,XLarge,Used,Mohammed Johnson
4542, Q2,2018,20990,Semi-Auto,13264.0,Petrol,145,54.3,XSmall,Used,Ali Williams
2103, A6,2019,30500,Automatic,7000.0,Diesel,145,50.4,XLarge,Used,Tony Williams
3311, A1,2016,11290,Manual,40711.0,Petrol,30,55.4,XSmall,Used,Joe ElNakshabandy
7604, A3,2016,13500,Manual,47602.0,Petrol,30,57.6,XSmall,Used,Mark Smith
552, Q5,2018,38900,Semi-Auto,20300.0,Petrol,145,34.0,XXLarge,Used,Andy Olsen
6192, A6,2019,27750,Automatic,9534.0,Diesel,145,50.4,XLarge,Used,Mark Johnson
8492, A4,2012,11999,Automatic,43269.0,Petrol,145,47.1,XLarge,Used,Bart Osement
5686, A3,2016,15800,Manual,39967.0,Diesel,125,57.6,XLarge,Used,Bob ElNakshabandy
7702, A4,2017,16800,Manual,37344.0,Diesel,30,62.8,XLarge,Used,Mark Williams
3457, A3,2019,23450,Manual,4705.0,Diesel,145,51.4,Medium,Used,Anna Marks
2869, A1,2015,10330,Manual,30042.0,Diesel,0,80.7,Medium,Used,Hamada Olsen
7552, A3,2020,21450,Manual,6552.0,Petrol,150,47.9,XXSmall,Used,Joe Johnson
0, A1,2017,12500,Manual,15735.0,Petrol,150,55.4,XSmall,Used,Anna Cyrus
8076, A4,2019,26990,Automatic,1624.0,Petrol,145,38.7,XLarge,Used,John 3adaweya
5137, A3,2016,19495,Semi-Auto,15226.0,Diesel,125,57.6,XLarge,Used,Bart Cyrus
2404, Q3,2013,8995,Manual,73441.0,Diesel,150,54.3,XLarge,Used,Andy ElNakshabandy
3786, Q2,2019,32000,Semi-Auto,3000.0,Petrol,145,33.2,XLarge,Used,Mohammed Marks
5504, A3,2019,23950,Manual,6857.0,Diesel,145,51.4,Medium,Used,Ali Osement
1955, Q5,2016,18891,Semi-Auto,28931.0,Diesel,205,47.9,XLarge,Used,Bob Osement
2995, Q3,2019,31750,Manual,4500.0,Diesel,145,42.8,XLarge,Used,Bob 3adaweya
4203, Q5,2017,36641,Semi-Auto,49158.0,Petrol,145,34.0,XXLarge,Used,Max ElNakshabandy
1038, A1,2016,10996,Manual,25783.0,Petrol,30,57.6,XSmall,Used,Ali Harris
7578, Q2,2019,20950,Manual,6500.0,Petrol,150,45.6,XXSmall,Used,Ali Williams
7391, A3,2016,13495,Manual,72643.0,Diesel,20,65.7,XLarge,Used,Bob Smith
4435, A1,2019,20000,Manual,2236.0,Petrol,145,46.3,Small,Used,Max Harris
730, A6,2015,17498,Semi-Auto,57290.0,Diesel,30,61.4,XLarge,Used,Anna Harris
6218, A4,2017,15990,Semi-Auto,66598.0,Diesel,30,65.7,XLarge,Used,Mohammed Marks
2042, Q5,2016,18998,Semi-Auto,41313.0,Diesel,200,47.1,XLarge,Used,Joe ElNakshabandy
6829, A3,2016,15714,Manual,38670.0,Diesel,125,57.6,XLarge,Used,Raymond Olsen
5708, A3,2019,19990,Manual,6989.0,Petrol,145,44.8,Small,Used,Max 3adaweya
7226, A4,2015,9390,Manual,90000.0,Diesel,0,74.3,XLarge,Used,Raymond Marks
2594, A3,2019,22230,Semi-Auto,16161.0,Diesel,145,52.3,Medium,Used,Mark Marks
9189, A4,2017,17000,Manual,6989.0,Petrol,150,51.4,XSmall,Used,Bob ElNakshabandy
2534, A3,2017,18990,Manual,12199.0,Diesel,145,67.3,XLarge,Used,Tony Smith
5867, Q3,2016,16495,Manual,38541.0,Petrol,145,49.6,XSmall,Used,Bob Johnson
1238, Q3,2019,27888,Manual,2054.0,Diesel,145,42.8,XLarge,Used,Ali Johnson
7905, A1,2016,9432,Manual,38673.0,Diesel,0,76.3,Medium,Used,Tony ElNakshabandy
4702, Q3,2016,18950,Semi-Auto,39475.0,Diesel,160,50.4,XLarge,Used,Ali Williams
5069, A3,2019,23940,Automatic,5804.0,Diesel,145,51.4,XLarge,Used,Joe ElNakshabandy
553, A5,2019,24498,Semi-Auto,0.0,Petrol,145,40.4,XLarge,New,Anna Harris
1439, A5,2019,24888,Automatic,5335.0,Petrol,145,39.8,XLarge,Used,Max Cyrus
1213, Q3,2015,14498,Manual,29850.0,Diesel,30,61.4,XLarge,Used,Max Johnson
6109, Q5,2016,26999,Semi-Auto,18850.0,Diesel,200,47.1,XLarge,Used,Ali Cyrus
6361, Q3,2017,17990,Manual,33126.0,Diesel,145,56.5,XLarge,Used,Anna Johnson
857, A3,2017,15998,Semi-Auto,24519.0,Diesel,150,70.6,Medium,Used,Anna Marks
7350, A4,2015,20999,Automatic,24204.0,Petrol,260,35.8,XXLarge,Used,Bart Smith
3184, A4,2019,24491,Automatic,2500.0,Petrol,145,39.2,XLarge,Used,Joe Johnson
5442, A4,2019,27970,Semi-Auto,12350.0,Diesel,145,47.9,XLarge,Used,Mark ElNakshabandy
8240, A4,2017,17445,Manual,36187.0,Diesel,20,70.6,XLarge,Used,Tim 3adaweya
5198, Q2,2019,23990,Manual,0.0,Diesel,145,49.6,Medium,New,Andy Harris
1934, Q3,2017,19152,Manual,25000.0,Petrol,150,49.6,XSmall,Used,Joe Marks
6396, A3,2019,24400,Semi-Auto,6961.0,Diesel,145,50.4,XLarge,Used,Mohammed ElNakshabandy
5858, A5,2018,21000,Manual,24111.0,Diesel,145,67.3,XLarge,Used,Tim 3adaweya
8998, A3,2017,13000,Manual,28439.0,Petrol,145,60.1,XXSmall,Used,Mark 3adaweya
9199, A4,2016,14495,Automatic,53500.0,Diesel,20,70.6,XLarge,Used,Bob Harris
7227, A3,2012,4895,Manual,104822.0,Diesel,20,68.9,Medium,Used,Mark ElNakshabandy
5412, A5,2019,29950,Semi-Auto,7126.0,Diesel,150,50.4,XLarge,Used,Joe Olsen
4183, Q2,2019,26846,Semi-Auto,0.0,Petrol,145,42.2,Small,New,Bart Smith
7634, Q3,2015,14500,Manual,26382.0,Diesel,150,56.5,XLarge,Used,Max ElNakshabandy
9102, Q5,2012,12990,Automatic,91126.0,Diesel,300,37.6,XXLarge,Used,Tim Smith
9167, Q3,2015,20999,Semi-Auto,24000.0,Petrol,200,40.4,XLarge,Used,John Osement
3345, A3,2018,14999,Manual,18794.0,Diesel,145,67.3,XLarge,Used,Ali Olsen
9247, Q5,2020,37000,Automatic,3121.0,Petrol,145,32.1,XLarge,Used,Bart Osement
3798, Q5,2018,24850,Semi-Auto,29734.0,Diesel,145,56.5,XLarge,Used,Raymond Smith
6011, Q2,2020,23888,Manual,4000.0,Petrol,145,43.5,Small,Used,Anna Cyrus
4429, A3,2019,30500,Semi-Auto,7157.0,Petrol,145,34.9,XLarge,Used,John Smith
3118, Q3,2017,18691,Semi-Auto,13766.0,Petrol,145,47.9,XSmall,Used,Bob Osement
3990, Q2,2019,27120,Manual,6000.0,Petrol,145,43.5,Small,Used,Tony Osement
3536, A1,2016,11990,Manual,33096.0,Petrol,0,67.3,XXSmall,Used,Ali Cyrus
7438, A3,2016,7500,Manual,103040.0,Diesel,20,68.9,XLarge,Used,Tony Marks
3152, Q3,2017,19995,Manual,22620.0,Petrol,145,49.6,XSmall,Used,Ali Cyrus
4431, A3,2019,22500,Semi-Auto,12088.0,Petrol,145,41.5,Small,Used,Joe Cyrus
5665, A5,2017,21945,Semi-Auto,16669.0,Petrol,150,47.9,XLarge,Used,Tony 3adaweya
3129, A5,2019,24991,Manual,7961.0,Diesel,145,68.9,XLarge,Used,Andy Osement
9165, Q3,2019,29490,Automatic,14437.0,Petrol,150,31.7,XLarge,Used,Bob Johnson
8701, Q3,2016,11295,Manual,92950.0,Diesel,145,53.3,XLarge,Used,Raymond Osement
3567, Q5,2019,36990,Semi-Auto,5092.0,Petrol,145,32.1,XLarge,Used,Mohammed Harris
281, A4,2018,19485,Semi-Auto,0.0,Petrol,145,53.3,XSmall,New,Joe Johnson
883, A1,2016,12950,Manual,15734.0,Petrol,0,67.3,XXSmall,Used,Mohammed 3adaweya
1784, Q2,2020,26990,Semi-Auto,5000.0,Petrol,145,42.2,Small,Used,Max 3adaweya
7957, A1,2016,11199,Automatic,21246.0,Petrol,20,64.2,XXSmall,Used,Bob Osement
3938, A1,2016,11495,Manual,42221.0,Petrol,30,55.4,XSmall,Used,Max Smith
2351, A4,2016,15649,Manual,38066.0,Diesel,20,70.6,XLarge,Used,Mohammed 3adaweya
3771, Q3,2019,28000,Manual,7500.0,Diesel,145,42.8,XLarge,Used,Bob Osement
2194, A4,2020,36400,Semi-Auto,3222.0,Diesel,145,44.1,XLarge,Used,Max ElNakshabandy
5915, A4,2018,17300,Manual,14017.0,Petrol,150,51.4,XSmall,Used,Raymond Williams
8707, A3,2015,10500,Manual,44458.0,Diesel,0,74.3,Medium,Used,Max Harris
5706, Q3,2017,19460,Semi-Auto,18254.0,Petrol,145,47.9,XSmall,Used,Tim Harris
6137, Q3,2016,16490,Semi-Auto,38035.0,Petrol,145,47.9,XSmall,Used,Tim Harris
2523, A3,2014,13995,Manual,22800.0,Petrol,30,55.4,XSmall,Used,Max Osement
6931, A1,2015,11700,Manual,16000.0,Petrol,30,55.4,XSmall,Used,Anna Osement
3561, A4,2016,15000,Manual,25127.0,Petrol,125,50.4,XLarge,Used,Bob Cyrus
6397, Q5,2019,49400,Semi-Auto,3797.0,Hybrid,135,117.7,XLarge,Used,Anna 3adaweya
7263, A3,2015,6791,Manual,128000.0,Diesel,20,68.9,XLarge,Used,Mohammed Cyrus
3589, A4,2014,11499,Manual,42892.0,Diesel,30,65.7,XLarge,Used,Mohammed ElNakshabandy
2569, Q3,2016,19298,Semi-Auto,16021.0,Diesel,160,50.4,XLarge,Used,Tim Marks
3029, A3,2019,30000,Semi-Auto,6750.0,Petrol,150,34.9,XLarge,Used,Hamada Williams
7767, Q3,2014,13000,Automatic,38403.0,Diesel,200,47.9,XLarge,Used,Hamada Marks
6007, Q2,2019,23888,Semi-Auto,4165.0,Petrol,145,42.2,Small,Used,Hamada ElNakshabandy
4761, A4,2019,25290,Automatic,4598.0,Diesel,145,45.6,XLarge,Used,Raymond ElNakshabandy
7424, A4,2014,10000,Manual,80120.0,Diesel,30,62.8,XLarge,Used,Tim Smith
